"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"35059","Unspecified fracture of right lower leg, subsequent encounter for open fracture type I or II with routine healing","S82.91XE","S82",0,0,5
"35060","Unspecified fracture of right patella, initial encounter for closed fracture","S82.001A","S82",0,0,111
"35061","Unspecified fracture of right patella, initial encounter for open fracture type I or II","S82.001B","S82",0,0,6
"35062","Unspecified fracture of right patella, subsequent encounter for closed fracture with delayed healing","S82.001G","S82",0,0,2
"35063","Unspecified fracture of right patella, subsequent encounter for closed fracture with nonunion","S82.001K","S82",0,0,4
"35064","Unspecified fracture of right patella, subsequent encounter for closed fracture with routine healing","S82.001D","S82",0,0,69
"35065","Unspecified fracture of right patella, subsequent encounter for open fracture type I or II with routine healing","S82.001E","S82",0,0,1
"35066","Unspecified fracture of right pubis, initial encounter for closed fracture","S32.501A","S32",0,0,42
"35067","Unspecified fracture of right pubis, subsequent encounter for fracture with routine healing","S32.501D","S32",0,0,5
"35068","Unspecified fracture of right talus, initial encounter for closed fracture","S92.101A","S92",0,0,32
"35069","Unspecified fracture of right talus, sequela","S92.101S","S92",0,0,10
"35070","Unspecified fracture of right talus, subsequent encounter for fracture with delayed healing","S92.101G","S92",0,0,2
"35071","Unspecified fracture of right talus, subsequent encounter for fracture with malunion","S92.101P","S92",0,0,3
"35072","Unspecified fracture of right talus, subsequent encounter for fracture with nonunion","S92.101K","S92",0,0,4
"35073","Unspecified fracture of right talus, subsequent encounter for fracture with routine healing","S92.101D","S92",0,0,8
"35074","Unspecified fracture of right toe(s), initial encounter for closed fracture","S92.911A","S92",0,0,105
"35075","Unspecified fracture of right toe(s), initial encounter for open fracture","S92.911B","S92",0,0,8
"35076","Unspecified fracture of right toe(s), sequela","S92.911S","S92",0,0,1
"35077","Unspecified fracture of right toe(s), subsequent encounter for fracture with delayed healing","S92.911G","S92",0,0,2
"35078","Unspecified fracture of right toe(s), subsequent encounter for fracture with routine healing","S92.911D","S92",0,0,13
"35079","Unspecified fracture of right wrist and hand, initial encounter for closed fracture","S62.91XA","S62",0,0,117
"35080","Unspecified fracture of right wrist and hand, sequela","S62.91XS","S62",0,0,3
"35081","Unspecified fracture of right wrist and hand, subsequent encounter for fracture with delayed healing","S62.91XG","S62",0,0,1
"35082","Unspecified fracture of right wrist and hand, subsequent encounter for fracture with routine healing","S62.91XD","S62",0,0,24
"35083","Unspecified fracture of sacrum, initial encounter for closed fracture","S32.10XA","S32",0,0,91
"35084","Unspecified fracture of sacrum, sequela","S32.10XS","S32",0,0,1
"35085","Unspecified fracture of sacrum, subsequent encounter for fracture with delayed healing","S32.10XG","S32",0,0,1
"35086","Unspecified fracture of sacrum, subsequent encounter for fracture with nonunion","S32.10XK","S32",0,0,1
"35087","Unspecified fracture of sacrum, subsequent encounter for fracture with routine healing","S32.10XD","S32",0,0,18
"35088","Unspecified fracture of second lumbar vertebra, initial encounter for closed fracture","S32.029A","S32",0,0,30
"35089","Unspecified fracture of second lumbar vertebra, subsequent encounter for fracture with routine healing","S32.029D","S32",0,0,13
"35090","Unspecified fracture of second metacarpal bone, left hand, initial encounter for closed fracture","S62.301A","S62",0,0,39
"35091","Unspecified fracture of second metacarpal bone, left hand, subsequent encounter for fracture with malunion","S62.301P","S62",0,0,1
"35092","Unspecified fracture of second metacarpal bone, left hand, subsequent encounter for fracture with routine healing","S62.301D","S62",0,0,14
"35093","Unspecified fracture of second metacarpal bone, right hand, initial encounter for closed fracture","S62.300A","S62",0,0,31
"35094","Unspecified fracture of second metacarpal bone, right hand, initial encounter for open fracture","S62.300B","S62",0,0,1
"35095","Unspecified fracture of second metacarpal bone, right hand, subsequent encounter for fracture with routine healing","S62.300D","S62",0,0,19
"35096","Unspecified fracture of second thoracic vertebra, initial encounter for closed fracture","S22.029A","S22",0,0,5
"35097","Unspecified fracture of second thoracic vertebra, subsequent encounter for fracture with routine healing","S22.029D","S22",0,0,1
"35098","Unspecified fracture of shaft of humerus, left arm, initial encounter for closed fracture","S42.302A","S42",0,0,110
"35099","Unspecified fracture of shaft of humerus, left arm, initial encounter for open fracture","S42.302B","S42",0,0,3
"35100","Unspecified fracture of shaft of humerus, left arm, sequela","S42.302S","S42",0,0,6
"35101","Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing","S42.302G","S42",0,0,1
"35102","Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with malunion","S42.302P","S42",0,0,1
"35103","Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with nonunion","S42.302K","S42",0,0,8
"35104","Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing","S42.302D","S42",0,0,68
"35105","Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture","S42.301A","S42",0,0,113
"35106","Unspecified fracture of shaft of humerus, right arm, initial encounter for open fracture","S42.301B","S42",0,0,1
"35107","Unspecified fracture of shaft of humerus, right arm, sequela","S42.301S","S42",0,0,1
"35108","Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with delayed healing","S42.301G","S42",0,0,2
"35109","Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with nonunion","S42.301K","S42",0,0,7
"35110","Unspecified fracture of shaft of humerus, right arm, subsequent encounter for fracture with routine healing","S42.301D","S42",0,0,53
"35111","Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture","S42.309A","S42",0,0,46
"35112","Unspecified fracture of shaft of humerus, unspecified arm, sequela","S42.309S","S42",0,0,1
"35113","Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing","S42.309D","S42",0,0,1
"35114","Unspecified fracture of shaft of left femur, initial encounter for closed fracture","S72.302A","S72",0,0,82
"35115","Unspecified fracture of shaft of left femur, sequela","S72.302S","S72",0,0,1
"35116","Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with nonunion","S72.302K","S72",0,0,2
"35117","Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with routine healing","S72.302D","S72",0,0,67
"35118","Unspecified fracture of shaft of left fibula, initial encounter for closed fracture","S82.402A","S82",0,0,113
"35119","Unspecified fracture of shaft of left fibula, initial encounter for open fracture type I or II","S82.402B","S82",0,0,1
"35120","Unspecified fracture of shaft of left fibula, sequela","S82.402S","S82",0,0,2
"35121","Unspecified fracture of shaft of left fibula, subsequent encounter for closed fracture with delayed healing","S82.402G","S82",0,0,2
"35122","Unspecified fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion","S82.402K","S82",0,0,1
"35123","Unspecified fracture of shaft of left fibula, subsequent encounter for closed fracture with routine healing","S82.402D","S82",0,0,43
"35124","Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with nonunion","S82.402M","S82",0,0,1
"35125","Unspecified fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with routine healing","S82.402E","S82",0,0,1
"35126","Unspecified fracture of shaft of left radius, initial encounter for closed fracture","S52.302A","S52",0,0,249
"35127","Unspecified fracture of shaft of left radius, initial encounter for open fracture type I or II","S52.302B","S52",0,0,5
"35128","Unspecified fracture of shaft of left radius, subsequent encounter for closed fracture with malunion","S52.302P","S52",0,0,3
"35129","Unspecified fracture of shaft of left radius, subsequent encounter for closed fracture with nonunion","S52.302K","S52",0,0,3
"35130","Unspecified fracture of shaft of left radius, subsequent encounter for closed fracture with routine healing","S52.302D","S52",0,0,164
"35131","Unspecified fracture of shaft of left radius, subsequent encounter for open fracture type I or II with routine healing","S52.302E","S52",0,0,1
"35132","Unspecified fracture of shaft of left tibia, initial encounter for closed fracture","S82.202A","S82",0,0,212
"35133","Unspecified fracture of shaft of left tibia, initial encounter for open fracture type I or II","S82.202B","S82",0,0,8
"35134","Unspecified fracture of shaft of left tibia, sequela","S82.202S","S82",0,0,1
"35135","Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with delayed healing","S82.202G","S82",0,0,8
"35136","Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with nonunion","S82.202K","S82",0,0,7
"35137","Unspecified fracture of shaft of left tibia, subsequent encounter for closed fracture with routine healing","S82.202D","S82",0,0,225
"35138","Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with delayed healing","S82.202H","S82",0,0,2
"35139","Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with nonunion","S82.202M","S82",0,0,1
"35140","Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type I or II with routine healing","S82.202E","S82",0,0,18
"35141","Unspecified fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","S82.202F","S82",0,0,1
"35142","Unspecified fracture of shaft of left ulna, initial encounter for closed fracture","S52.202A","S52",0,0,193
"35143","Unspecified fracture of shaft of left ulna, initial encounter for open fracture type I or II","S52.202B","S52",0,0,7
"35144","Unspecified fracture of shaft of left ulna, sequela","S52.202S","S52",0,0,5
"35145","Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with malunion","S52.202P","S52",0,0,2
"35146","Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with nonunion","S52.202K","S52",0,0,1
"35147","Unspecified fracture of shaft of left ulna, subsequent encounter for closed fracture with routine healing","S52.202D","S52",0,0,238
